Melbourne,3000,storm,low,flood,low,none,low,none,low
Melbourne,3002,storm,low,flood,low,none,low,none,low
Melbourne,3003,storm,low,flood,low,none,low,none,low
Melbourne,3004,storm,low,flood,low,none,low,none,low
Melbourne,3005,storm,low,flood,low,none,low,none,low
Melbourne,3006,storm,low,flood,low,none,low,none,low
Melbourne,3008,storm,low,flood,low,none,low,none,low
Melbourne,3010,storm,low,flood,low,none,low,none,low
Melbourne,3011,storm,low,flood,low,none,low,none,low
Melbourne,3012,storm,low,flood,low,none,low,none,low
Melbourne,3013,storm,low,flood,low,none,low,none,low
Melbourne,3015,storm,low,flood,low,none,low,none,low
Melbourne,3016,storm,low,flood,low,none,low,none,low
Melbourne,3018,storm,low,flood,low,none,low,none,low
Melbourne,3019,storm,low,flood,low,none,low,none,low
Melbourne,3020,storm,low,flood,low,none,low,none,low
Melbourne,3021,storm,low,flood,low,none,low,none,low
Melbourne,3022,storm,low,flood,low,none,low,none,low
Melbourne,3023,storm,low,flood,low,none,low,none,low
Melbourne,3024,storm,low,flood,low,none,low,none,low
Hobsons Bay,3025,storm,medium,flood,low,none,low,none,low
Melbourne,3025,storm,low,flood,low,none,low,none,low
Melbourne,3026,storm,low,flood,low,none,low,none,low
Melbourne,3027,storm,low,flood,low,none,low,none,low
Melbourne,3028,storm,low,flood,low,none,low,none,low
Melbourne,3029,storm,low,flood,low,none,low,none,low
Melbourne,3030,storm,low,flood,low,none,low,none,low
Melbourne,3031,storm,low,flood,low,none,low,none,low
Maribyrnong,3032,storm,low,flood,low,none,low,none,low
Melbourne,3032,storm,low,flood,low,none,low,none,low
Melbourne,3033,storm,low,flood,low,none,low,none,low
Melbourne,3034,storm,low,flood,low,none,low,none,low
Melbourne,3036,storm,low,flood,low,none,low,none,low
Melbourne,3037,storm,low,flood,low,none,low,none,low
Melbourne,3038,storm,low,flood,low,none,low,none,low
Melbourne,3039,storm,low,flood,low,none,low,none,low
Moonee Valley,3039,storm,low,flood,low,none,low,none,low
Melbourne,3040,storm,low,flood,low,none,low,none,low
Melbourne,3041,storm,low,flood,low,none,low,none,low
Melbourne,3042,storm,low,flood,low,none,low,none,low
Melbourne,3043,storm,low,flood,low,none,low,none,low
Moreland,3043,storm,low,flood,low,none,low,none,low
Melbourne,3044,storm,low,flood,low,none,low,none,low
Moreland,3044,storm,low,flood,low,none,low,none,low
Melbourne,3045,storm,low,flood,low,none,low,none,low
Melbourne,3046,storm,low,flood,low,none,low,none,low
Moreland,3046,storm,low,flood,low,none,low,none,low
Melbourne,3047,storm,low,flood,low,none,low,none,low
Melbourne,3048,storm,low,flood,low,none,low,none,low
Melbourne,3049,storm,low,flood,low,none,low,none,low
Melbourne,3050,storm,low,flood,low,none,low,none,low
Melbourne,3051,storm,low,flood,low,none,low,none,low
Melbourne,3052,storm,low,flood,low,none,low,none,low
Moreland,3052,storm,low,flood,low,none,low,none,low
Melbourne,3053,storm,low,flood,low,none,low,none,low
Melbourne,3054,storm,low,flood,low,none,low,none,low
Melbourne,3055,storm,low,flood,low,none,low,none,low
Moreland,3055,storm,low,flood,low,none,low,none,low
Melbourne,3056,storm,low,flood,low,none,low,none,low
Moreland,3056,storm,low,flood,low,none,low,none,low
Melbourne,3057,storm,low,flood,low,none,low,none,low
Moreland,3057,storm,low,flood,low,none,low,none,low
Melbourne,3058,storm,low,flood,low,none,low,none,low
Moreland,3058,storm,low,flood,low,none,low,none,low
Melbourne,3059,storm,low,flood,low,none,low,none,low
Melbourne,3060,storm,low,flood,low,none,low,none,low
Moreland,3060,storm,low,flood,low,none,low,none,low
Melbourne,3061,storm,low,flood,low,none,low,none,low
Melbourne,3062,storm,low,flood,low,none,low,none,low
Melbourne,3064,storm,low,flood,low,none,low,none,low
Melbourne,3065,storm,low,flood,low,none,low,none,low
Melbourne,3066,storm,low,flood,low,none,low,none,low
Melbourne,3067,storm,low,flood,low,none,low,none,low
Melbourne,3068,storm,low,flood,low,none,low,none,low
Moreland,3068,storm,low,flood,low,none,low,none,low
Melbourne,3069,storm,low,flood,low,none,low,none,low
Melbourne,3070,storm,low,flood,low,none,low,none,low
Melbourne,3071,storm,low,flood,low,none,low,none,low
Darebin,3072,storm,low,flood,low,none,low,none,low
Melbourne,3072,storm,low,flood,low,none,low,none,low
Melbourne,3073,storm,low,flood,low,none,low,none,low
Melbourne,3074,storm,low,flood,low,none,low,none,low
Melbourne,3075,storm,low,flood,low,none,low,none,low
Melbourne,3076,storm,low,flood,low,none,low,none,low
Melbourne,3077,storm,low,flood,low,none,low,none,low
Melbourne,3078,storm,low,flood,low,none,low,none,low
Melbourne,3079,storm,low,flood,low,none,low,none,low
Melbourne,3081,storm,low,flood,low,none,low,none,low
Melbourne,3082,storm,low,flood,low,none,low,none,low
Melbourne,3083,storm,low,flood,low,none,low,none,low
Banyule,3084,storm,low,flood,low,none,low,none,low
Melbourne,3084,storm,low,flood,low,none,low,none,low
Melbourne,3085,storm,low,flood,low,none,low,none,low
Melbourne,3086,storm,low,flood,low,none,low,none,low
Melbourne,3087,storm,low,flood,low,none,low,none,low
Melbourne,3088,storm,low,flood,low,none,low,none,low
Nillumbik,3088,storm,medium,flood,medium,bushfire,low,none,low
Melbourne,3089,storm,low,flood,low,none,low,none,low
Melbourne,3090,storm,low,flood,low,none,low,none,low
Melbourne,3091,storm,low,flood,low,none,low,none,low
Melbourne,3093,storm,low,flood,low,none,low,none,low
Melbourne,3094,storm,low,flood,low,none,low,none,low
Melbourne,3095,storm,low,flood,low,none,low,none,low
Melbourne,3096,storm,low,flood,low,none,low,none,low
Melbourne,3099,storm,low,flood,low,none,low,none,low
Melbourne,3100,storm,low,flood,low,none,low,none,low
Melbourne,3101,storm,low,flood,low,none,low,none,low
Melbourne,3102,storm,low,flood,low,none,low,none,low
Melbourne,3103,storm,low,flood,low,none,low,none,low
Melbourne,3104,storm,low,flood,low,none,low,none,low
Melbourne,3105,storm,low,flood,low,none,low,none,low
Melbourne,3106,storm,low,flood,low,none,low,none,low
Melbourne,3107,storm,low,flood,low,none,low,none,low
Manningham,3108,storm,low,flood,low,none,low,none,low
Melbourne,3108,storm,low,flood,low,none,low,none,low
Melbourne,3109,storm,low,flood,low,none,low,none,low
Melbourne,3111,storm,low,flood,low,none,low,none,low
Melbourne,3113,storm,low,flood,low,none,low,none,low
Melbourne,3114,storm,low,flood,low,none,low,none,low
Melbourne,3115,storm,low,flood,low,none,low,none,low
Melbourne,3116,storm,low,flood,low,none,low,none,low
Melbourne,3121,storm,low,flood,low,none,low,none,low
Melbourne,3122,storm,low,flood,low,none,low,none,low
Melbourne,3123,storm,low,flood,low,none,low,none,low
Melbourne,3124,storm,low,flood,low,none,low,none,low
Melbourne,3125,storm,low,flood,low,none,low,none,low
Melbourne,3126,storm,low,flood,low,none,low,none,low
Melbourne,3127,storm,low,flood,low,none,low,none,low
Melbourne,3128,storm,low,flood,low,none,low,none,low
Melbourne,3129,storm,low,flood,low,none,low,none,low
Melbourne,3130,storm,low,flood,low,none,low,none,low
Melbourne,3131,storm,low,flood,low,none,low,none,low
Melbourne,3132,storm,low,flood,low,none,low,none,low
Melbourne,3133,storm,low,flood,low,none,low,none,low
Maroondah,3134,storm,low,flood,low,none,low,none,low
Melbourne,3134,storm,low,flood,low,none,low,none,low
Melbourne,3135,storm,low,flood,low,none,low,none,low
Melbourne,3136,storm,low,flood,low,none,low,none,low
Melbourne,3137,storm,low,flood,low,none,low,none,low
Melbourne,3138,storm,low,flood,low,none,low,none,low
Melbourne,3139,storm,low,flood,low,none,low,none,low
Melbourne,3140,storm,low,flood,low,none,low,none,low
Yarra Ranges,3140,storm,high,flood,high,bushfire,medium,none,low
Melbourne,3141,storm,low,flood,low,none,low,none,low
Yarra,3141,storm,low,flood,low,none,low,none,low
Melbourne,3142,storm,low,flood,low,none,low,none,low
Melbourne,3143,storm,low,flood,low,none,low,none,low
Melbourne,3144,storm,low,flood,low,none,low,none,low
Stonnington,3144,storm,low,flood,low,none,low,none,low
Melbourne,3145,storm,low,flood,low,none,low,none,low
Glen Eira,3146,storm,low,flood,low,none,low,none,low
Melbourne,3146,storm,low,flood,low,none,low,none,low
Boroondara,3147,storm,low,flood,low,none,low,none,low
Melbourne,3147,storm,low,flood,low,none,low,none,low
Melbourne,3148,storm,low,flood,low,none,low,none,low
Melbourne,3149,storm,low,flood,low,none,low,none,low
Melbourne,3150,storm,low,flood,low,none,low,none,low
Melbourne,3151,storm,low,flood,low,none,low,none,low
Knox,3152,storm,medium,flood,medium,bushfire,low,none,low
Melbourne,3152,storm,low,flood,low,none,low,none,low
Melbourne,3153,storm,low,flood,low,none,low,none,low
Melbourne,3154,storm,low,flood,low,none,low,none,low
Melbourne,3155,storm,low,flood,low,none,low,none,low
Melbourne,3156,storm,low,flood,low,none,low,none,low
Melbourne,3158,storm,low,flood,low,none,low,none,low
Melbourne,3159,storm,low,flood,low,none,low,none,low
Melbourne,3160,storm,low,flood,low,none,low,none,low
Melbourne,3161,storm,low,flood,low,none,low,none,low
Melbourne,3162,storm,low,flood,low,none,low,none,low
Melbourne,3163,storm,low,flood,low,none,low,none,low
Greater Dandenong,3164,storm,low,flood,low,bushfire,low,none,low
Melbourne,3165,storm,low,flood,low,none,low,none,low
Melbourne,3166,storm,low,flood,low,none,low,none,low
Greater Dandenong,3167,storm,low,flood,low,bushfire,low,none,low
Melbourne,3167,storm,low,flood,low,none,low,none,low
Melbourne,3168,storm,low,flood,low,none,low,none,low
Melbourne,3169,storm,low,flood,low,none,low,none,low
Melbourne,3170,storm,low,flood,low,none,low,none,low
Melbourne,3171,storm,low,flood,low,none,low,none,low
Melbourne,3172,storm,low,flood,low,none,low,none,low
Melbourne,3173,storm,low,flood,low,none,low,none,low
Melbourne,3174,storm,low,flood,low,none,low,none,low
Greater Dandenong,3175,storm,low,flood,low,bushfire,low,none,low
Melbourne,3175,storm,low,flood,low,none,low,none,low
Melbourne,3177,storm,low,flood,low,none,low,none,low
Melbourne,3178,storm,low,flood,low,none,low,none,low
Melbourne,3179,storm,low,flood,low,none,low,none,low
Melbourne,3180,storm,low,flood,low,none,low,none,low
Melbourne,3181,storm,low,flood,low,none,low,none,low
Melbourne,3182,storm,low,flood,low,none,low,none,low
Melbourne,3183,storm,low,flood,low,none,low,none,low
Melbourne,3184,storm,low,flood,low,none,low,none,low
Melbourne,3185,storm,low,flood,low,none,low,none,low
Bayside,3186,storm,low,flood,low,none,low,none,low
Melbourne,3186,storm,low,flood,low,none,low,none,low
Bayside,3187,storm,low,flood,low,none,low,none,low
Melbourne,3187,storm,low,flood,low,none,low,none,low
Melbourne,3188,storm,low,flood,low,none,low,none,low
Melbourne,3189,storm,low,flood,low,none,low,none,low
Melbourne,3190,storm,low,flood,low,none,low,none,low
Bayside,3191,storm,low,flood,low,none,low,none,low
Melbourne,3191,storm,low,flood,low,none,low,none,low
Melbourne,3192,storm,low,flood,low,none,low,none,low
Melbourne,3193,storm,low,flood,low,none,low,none,low
Melbourne,3194,storm,low,flood,low,none,low,none,low
Melbourne,3195,storm,low,flood,low,none,low,none,low
Melbourne,3196,storm,low,flood,low,none,low,none,low
Melbourne,3197,storm,low,flood,low,none,low,none,low
Melbourne,3198,storm,low,flood,low,none,low,none,low
Frankston,3199,storm,medium,flood,low,none,low,none,low
Melbourne,3199,storm,low,flood,low,none,low,none,low
Frankston,3200,storm,medium,flood,low,none,low,none,low
Melbourne,3200,storm,low,flood,low,none,low,none,low
Melbourne,3201,storm,low,flood,low,none,low,none,low
Melbourne,3202,storm,low,flood,low,none,low,none,low
Melbourne,3203,storm,low,flood,low,none,low,none,low
Melbourne,3204,storm,low,flood,low,none,low,none,low
Wyndham,3204,storm,low,flood,medium,none,low,none,low
Melbourne,3205,storm,low,flood,low,none,low,none,low
Melbourne,3206,storm,low,flood,low,none,low,none,low
Melbourne,3207,storm,low,flood,low,none,low,none,low
Port Phillip,3207,storm,low,flood,low,none,low,none,low
Moorabool,3211,storm,medium,flood,low,bushfire,low,none,low
Moorabool,3213,storm,medium,flood,low,bushfire,low,none,low
Geelong,3215,storm,low,flood,medium,none,low,none,low
Greater Geelong,3215,storm,low,flood,low,none,low,none,low
Geelong,3218,storm,low,flood,medium,none,low,none,low
Greater Geelong,3218,storm,low,flood,low,none,low,none,low
Geelong,3219,storm,low,flood,medium,none,low,none,low
Greater Geelong,3219,storm,low,flood,medium,none,low,none,low
Geelong,3220,storm,low,flood,medium,none,low,none,low
Greater Geelong,3220,storm,low,flood,medium,none,low,none,low
Geelong,3221,storm,low,flood,medium,none,low,none,low
Greater Geelong,3221,storm,low,flood,medium,none,low,none,low
Queenscliffe,3225,storm,low,flood,low,none,low,none,low
Surf Coast,3228,storm,medium,flood,high,bushfire,low,none,low
Moria,3240,storm,low,flood,low,none,low,none,low
Colac Otway,3249,storm,low,flood,low,bushfire,low,none,low
Colac Otway,3250,storm,low,flood,low,bushfire,low,none,low
Corangamite,3260,storm,low,flood,medium,bushfire,medium,none,low
Warrnambool,3280,storm,low,flood,low,bushfire,low,none,low
Moyne,3284,storm,low,flood,medium,bushfire,low,none,low
Southern Grampians,3300,storm,low,flood,low,bushfire,high,none,low
Glenelg,3305,storm,medium,flood,medium,bushfire,medium,none,low
West Wimmera,3318,storm,low,flood,medium,bushfire,medium,none,low
Golden Plains,3331,storm,low,flood,medium,bushfire,low,none,low
Melton,3337,storm,low,flood,low,none,low,none,low
Melton,3338,storm,low,flood,low,none,low,none,low
Ballarat,3350,storm,medium,flood,medium,bushfire,medium,none,low
Ballarat,3354,storm,medium,flood,medium,bushfire,medium,none,low
Ballarat,3355,storm,medium,flood,medium,bushfire,medium,none,low
Mitchell,3355,storm,medium,flood,medium,bushfire,high,none,low
Ballarat,3356,storm,medium,flood,medium,bushfire,medium,none,low
Ballarat,3357,storm,medium,flood,medium,bushfire,medium,none,low
Kingston,3364,storm,low,flood,low,bushfire,low,none,low
Pyrenees,3373,storm,high,flood,high,bushfire,low,none,low
Ararat,3377,storm,low,flood,medium,bushfire,medium,none,low
Northern Grampians,3380,storm,low,flood,high,bushfire,medium,none,low
Yarriambiack,3393,storm,low,flood,medium,bushfire,low,none,low
Horsham,3400,storm,low,flood,medium,bushfire,medium,none,low
Horsham,3401,storm,low,flood,medium,bushfire,medium,none,low
Horsham,3402,storm,low,flood,medium,bushfire,medium,none,low
Hindmarsh,3423,storm,low,flood,medium,bushfire,low,none,low
Macedon Ranges,3440,storm,high,flood,medium,bushfire,high,none,high
Macedon Ranges,3441,storm,high,flood,medium,bushfire,high,none,high
Mount Alexander,3448,storm,low,flood,medium,bushfire,low,none,low
Hepburn,3461,storm,medium,flood,high,bushfire,low,none,low
Central Goldfields,3465,storm,low,flood,medium,none,low,none,low
Buloke,3480,storm,low,flood,medium,none,low,none,low
Mildura,3500,storm,medium,flood,medium,bushfire,low,none,low
Buloke,3527,storm,low,flood,medium,none,low,none,low
Greater Bendigo,3550,storm,medium,flood,medium,bushfire,low,none,low
Greater Bendigo,3551,storm,medium,flood,medium,bushfire,low,none,low
Greater Bendigo,3552,storm,medium,flood,medium,bushfire,low,none,low
Greater Bendigo,3554,storm,medium,flood,medium,bushfire,low,none,low
Campaspe,3564,storm,low,flood,medium,bushfire,low,none,low
Gannawarra,3568,storm,low,flood,medium,none,low,none,low
Loddon,3575,storm,low,flood,medium,none,low,none,low
Swan Hill,3585,storm,low,flood,medium,none,low,none,low
Greater Shepparton,3630,storm,medium,flood,medium,none,low,tornado,high
Greater Shepparton,3631,storm,medium,flood,medium,none,low,tornado,high
Greater Shepparton,3632,storm,medium,flood,medium,none,low,tornado,high
Moira,3639,storm,medium,flood,medium,bushfire,low,none,high
Strathbogie,3666,storm,medium,flood,medium,bushfire,medium,tornado,high
Benalla,3671,storm,medium,flood,medium,bushfire,low,tornado,high
Benalla,3672,storm,medium,flood,medium,bushfire,low,tornado,high
Wangaratta,3676,storm,high,flood,high,bushfire,medium,none,high
Wangaratta,3677,storm,high,flood,high,bushfire,medium,none,high
Wangaratta,3678,storm,high,flood,high,bushfire,medium,none,high
Indigo,3683,storm,medium,flood,medium,bushfire,medium,tornado,high
Indigo,3688,storm,medium,flood,medium,bushfire,medium,tornado,high
Wodonga,3689,storm,medium,flood,medium,bushfire,low,tornado,high
Wodonga,3690,storm,medium,flood,medium,bushfire,low,tornado,high
Towong,3700,storm,medium,flood,medium,bushfire,low,none,low
Towong,3707,storm,medium,flood,medium,bushfire,low,none,low
Murrindindi,3717,storm,medium,flood,medium,bushfire,medium,none,low
Mansfield,3722,storm,low,flood,medium,bushfire,medium,none,low
Mansfield,3724,storm,low,flood,medium,bushfire,medium,none,low
Alpine,3741,storm,high,flood,high,bushfire,high,tornado,high
Melbourne,3752,storm,low,flood,low,none,low,none,low
Melbourne,3754,storm,low,flood,low,none,low,none,low
Hume,3757,storm,medium,flood,high,bushfire,low,none,low
Whittlesea,3757,storm,low,flood,low,bushfire,medium,none,low
Melbourne,3765,storm,low,flood,low,none,low,none,low
Melbourne,3766,storm,low,flood,low,none,low,none,low
Melbourne,3767,storm,low,flood,low,none,low,none,low
Lake Mountain Alpine Resort,3779,none,low,none,low,bushfire,low,none,low
Melbourne,3781,storm,low,flood,low,none,low,none,low
Melbourne,3782,storm,low,flood,low,none,low,none,low
Melbourne,3785,storm,low,flood,low,none,low,none,low
Melbourne,3786,storm,low,flood,low,none,low,none,low
Melbourne,3787,storm,low,flood,low,none,low,none,low
Melbourne,3788,storm,low,flood,low,none,low,none,low
Melbourne,3789,storm,low,flood,low,none,low,none,low
Melbourne,3791,storm,low,flood,low,none,low,none,low
Melbourne,3792,storm,low,flood,low,none,low,none,low
Melbourne,3793,storm,low,flood,low,none,low,none,low
Melbourne,3796,storm,low,flood,low,none,low,none,low
Monash,3800,storm,low,flood,low,none,low,none,low
Casey,3805,storm,low,flood,low,bushfire,low,none,low
Casey,3806,storm,low,flood,low,bushfire,low,none,low
Latrobe,3824,storm,high,flood,high,bushfire,high,none,low
Latrobe,3825,storm,high,flood,high,bushfire,high,none,low
Baw Baw,3833,storm,high,flood,high,bushfire,high,none,low
Latrobe,3840,storm,high,flood,high,bushfire,high,none,low
East Gippsland,3841,storm,medium,flood,high,bushfire,high,none,low
Gippsland,3841,storm,low,flood,low,none,low,none,low
Latrobe,3842,storm,high,flood,high,bushfire,high,none,low
Latrobe,3844,storm,high,flood,high,bushfire,high,none,low
Wellington,3851,storm,medium,flood,high,bushfire,high,none,low
Latrobe,3854,storm,high,flood,high,bushfire,high,none,low
Latrobe,3856,storm,high,flood,high,bushfire,high,none,low
Latrobe,3857,storm,high,flood,high,bushfire,high,none,low
Latrobe,3869,storm,high,flood,high,bushfire,high,none,low
Latrobe,3870,storm,high,flood,high,bushfire,high,none,low
Latrobe,3871,storm,high,flood,high,bushfire,high,none,low
Mornington Peninsula,3931,storm,medium,flood,medium,bushfire,medium,none,low
South Gippsland,3953,storm,high,flood,high,bushfire,high,none,low
Latrobe,3971,storm,high,flood,high,bushfire,high,none,low
Cardinia,3978,storm,high,flood,medium,bushfire,medium,none,low
Bass Coast,3991,storm,medium,flood,medium,bushfire,low,none,low
